,location,total_sqft,bath,price,bhk
1400,other,3430.0,6.0,228.5,4
1403,other,1600.0,2.0,80.0,3
1405,other,1482.0,2.0,92.0,3
1406,other,1000.0,4.0,66.0,3
1409,other,2400.0,3.0,160.0,3
1410,other,1469.0,3.0,89.0,3
1411,other,551.0,1.0,30.0,1
1413,other,1205.0,2.0,78.5,2
1415,other,1745.0,3.0,125.0,3
1418,other,2700.0,4.0,270.0,3
1420,other,1200.0,3.0,72.0,2
1421,other,1269.72,2.0,68.0,2
1423,other,1060.0,2.0,62.0,2
1424,other,1168.0,3.0,70.0,3
1426,other,2038.5,3.0,120.0,3
1427,other,500.0,1.0,17.0,1
1429,other,2100.0,4.0,155.0,4
1434,other,1515.0,3.0,93.93,3
1438,other,2200.0,2.0,162.0,3
1441,other,2070.0,3.0,162.0,3
1443,other,3900.0,4.0,300.0,4
1446,other,1232.0,2.0,89.0,2
1447,other,654.0,1.0,38.4,1
1453,other,1626.0,3.0,89.0,3
1454,other,2700.0,4.0,214.0,6
1455,other,1585.0,3.0,88.0,3
1457,other,1495.0,2.0,90.0,2
1459,other,3715.0,6.0,224.5,4
1461,other,665.0,2.0,28.585,1
1464,other,1645.0,3.0,100.0,3
1465,other,1760.0,3.0,176.0,3
1466,other,595.0,1.0,42.0,1
1467,other,1200.0,3.0,125.0,3
1468,other,4624.5,4.0,314.5,4
1471,other,540.0,1.0,30.0,1
1476,other,1275.0,2.0,120.0,2
1477,other,1245.0,2.0,68.48,3
1478,other,1170.0,2.0,86.0,2
1479,other,1193.0,2.0,86.0,2
1484,other,1125.0,2.0,62.0,2
1485,other,2800.0,2.0,200.0,3
1486,other,1200.0,2.0,120.0,2
1489,other,2422.0,4.0,160.0,4
1494,other,776.5,2.0,48.145,1
1495,other,1595.0,3.0,88.0,3
1496,other,1280.0,2.0,85.0,2
1499,other,1757.0,3.0,132.0,3
1500,other,600.0,1.0,16.5,1
1501,other,2400.0,3.0,142.0,4
1503,other,1330.0,2.0,93.36,2
1507,other,1200.0,3.0,68.5,3
1508,other,1200.0,1.0,48.0,1
1510,other,2028.0,4.0,162.0,4
1513,other,1050.0,2.0,62.0,2
1514,other,2611.0,3.0,239.0,3
1515,other,1875.0,2.0,150.0,3
1517,other,1800.0,3.0,180.0,3
1518,other,1163.0,2.0,98.86,2
1519,other,1098.0,2.0,72.0,2
1520,other,1725.0,2.0,100.0,3
1521,other,4000.0,4.0,330.0,4
1522,other,1128.0,2.0,75.0,2
1524,other,1418.0,2.0,95.0,2
1527,other,812.0,2.0,55.0,2
1528,other,2817.5,2.0,204.0,4
1530,other,1420.0,2.0,136.0,2
1531,other,2774.0,4.0,207.0,4
1533,other,1722.0,3.0,95.0,3
1536,other,914.0,2.0,47.0,2
1537,other,1482.0,2.0,83.73,3
1538,other,1724.0,3.0,127.0,3
1539,other,1670.0,3.0,91.86,3
1542,other,1200.0,2.0,65.0,2
1543,other,927.0,2.0,55.0,2
1546,other,1360.0,2.0,75.0,3
1547,other,2800.0,4.0,240.0,4
1548,other,1180.0,2.0,72.0,2
1549,other,1697.0,3.0,108.0,3
1553,other,1250.0,2.0,80.0,3
1554,other,1050.0,1.0,44.0,1
1559,other,1200.0,2.0,70.0,2
1560,other,1476.0,3.0,120.0,3
1561,other,1070.0,2.0,55.0,2
1562,other,2160.0,4.0,172.0,3
1563,other,1296.0,2.0,75.0,2
1564,other,1800.0,1.0,128.0,2
1566,other,1300.0,2.0,110.0,2
1568,other,770.0,1.0,40.0,2
1569,other,1870.0,3.0,110.0,3
1570,other,1650.0,4.0,160.0,3
1571,other,1429.0,3.0,86.0,3
1575,other,884.0,2.0,36.0,1
1577,other,1026.0,2.0,60.87,2
1579,other,1200.0,2.0,125.0,2
1580,other,2690.0,4.0,191.0,4
1581,other,975.0,2.0,58.0,2
1582,other,1900.0,2.0,170.0,4
1583,other,1101.0,2.0,65.5,2
1584,other,1700.0,3.0,135.0,3
1585,other,3606.0,4.0,312.0,4
1586,other,1258.0,2.0,115.0,2
1587,other,1560.0,3.0,92.0,3
1589,other,2790.0,4.0,198.0,4
1590,other,1494.0,2.0,94.55,3
1591,other,1482.0,2.0,87.0,3
1592,other,800.0,2.0,50.0,2
1594,other,1100.0,2.0,71.5,2
1595,other,1300.0,2.0,120.0,2
1602,other,1691.0,3.0,119.0,3
1603,other,3675.0,4.0,367.0,4
1604,other,1305.0,3.0,95.45,3
1606,other,1250.0,2.0,65.0,2
1609,other,1020.0,2.0,58.0,2
1611,other,1350.0,2.0,80.0,2
1613,other,2000.0,3.0,100.0,3
1614,other,1510.0,2.0,75.0,3
1615,other,1614.0,3.0,110.0,3
1616,other,1200.0,2.0,95.0,2
1617,other,900.0,2.0,55.0,2
1618,other,1632.0,3.0,145.0,4
1619,other,1041.0,2.0,65.5,2
1620,other,5080.0,7.0,450.0,6
1621,other,3012.0,6.0,250.0,4
1623,other,1450.0,2.0,135.0,3
1624,other,1200.0,2.0,75.0,2
1625,other,1508.0,2.0,110.0,3
1626,other,1188.0,2.0,73.0,2
1627,other,2690.0,4.0,199.0,4
1628,other,1174.0,2.0,76.0,2
1630,other,1870.0,3.0,185.0,3
1633,other,1345.0,2.0,106.0,2
1636,other,1050.0,2.0,77.0,2
1640,other,1204.0,4.0,125.0,4
1641,other,1200.0,2.0,67.0,2
1642,other,1480.0,3.0,90.0,3
1644,other,640.0,1.0,55.0,1
1646,other,1840.0,3.0,98.0,3
1647,other,1128.0,2.0,64.0,2
1648,other,680.0,2.0,42.0,2
1651,other,955.0,2.0,53.55,2
1653,other,1150.0,2.0,63.0,2
1654,other,3450.0,4.0,294.0,4
1658,other,1564.0,3.0,101.0,3
1660,other,1200.0,4.0,83.0,4
1662,other,2479.13,3.0,215.0,3
1663,other,1846.0,3.0,140.0,3
1664,other,1100.0,2.0,106.0,2
1666,other,1200.0,3.0,70.0,2
1670,other,1925.0,3.0,120.0,3
1672,other,650.0,1.0,26.0,1
1675,other,2000.0,3.0,207.0,3
1676,other,1354.0,3.0,90.0,3
1677,other,600.0,1.0,28.0,1
1678,other,1320.0,2.0,110.0,4
1679,other,1600.0,3.0,88.0,3
1680,other,3500.0,6.0,225.0,4
1683,other,1238.0,2.0,67.0,2
1686,other,1745.0,3.0,104.0,3
1689,other,1650.0,3.0,118.0,3
1694,other,688.0,1.0,50.0,1
1696,other,1331.0,2.0,107.0,2
1697,other,686.0,1.0,62.5,1
1699,other,2106.0,3.0,126.0,3
1700,other,1718.0,3.0,90.2,3
1704,other,1200.0,3.0,95.0,3
1707,other,1100.0,2.0,75.0,3
1709,other,1685.0,2.0,110.0,3
1711,other,1500.0,2.0,93.0,4
1712,other,1800.0,3.0,115.0,3
1713,other,1700.0,3.0,130.0,3
1715,other,1891.0,3.0,139.0,3
1716,other,1400.0,1.0,80.0,2
1717,other,1172.0,2.0,82.0,2
1720,other,1180.0,2.0,65.0,2
1722,other,530.0,1.0,18.0,1
1723,other,1550.0,3.0,110.0,3
1724,other,1699.0,3.0,97.0,3
1726,other,500.0,2.0,14.0,1
1727,other,500.0,1.0,20.0,1
1729,other,1455.0,2.0,145.0,2
1730,other,800.0,1.0,50.0,2
1731,other,765.0,2.0,30.0,1
1732,other,1521.0,3.0,94.99,3
1734,other,2900.0,4.0,240.0,3
1735,other,1765.0,3.0,105.0,3
1737,other,1900.0,3.0,135.0,3
1738,other,1265.0,2.0,70.0,2
1740,other,1012.0,2.0,59.0,2
1742,other,3555.0,4.0,230.0,4
1743,other,1270.0,2.0,70.0,3
1744,other,2045.0,4.0,154.0,3
1745,other,1490.0,2.0,98.0,3
1747,other,671.0,1.0,36.85,1
1749,other,2017.0,3.0,125.0,3
1750,other,3122.0,6.0,235.0,4
1753,other,1296.0,2.0,89.0,2
1754,other,1139.0,2.0,62.0,2
1756,other,581.91,2.0,25.0,1
1757,other,1245.0,2.0,86.28,2
1758,other,1158.0,2.0,85.0,3
1760,other,360.0,1.0,26.0,1
1762,other,1670.0,3.0,120.0,3
1765,other,1050.0,2.0,57.0,3
1766,other,1703.0,3.0,101.0,3
1771,other,1560.0,3.0,85.0,3
1772,other,925.0,2.0,51.0,2
1773,other,1420.0,2.0,75.0,3
1774,other,1415.0,2.0,110.0,2
1776,other,1852.0,3.0,160.0,3
1778,other,1100.0,2.0,65.0,2
1781,other,1350.0,1.0,100.0,2
1782,other,1546.0,3.0,99.0,3
1783,other,1424.0,2.0,90.0,2
1785,other,1200.0,4.0,120.0,4
1786,other,1476.0,3.0,105.0,3
1789,other,1285.0,2.0,68.0,3
1790,other,1150.0,2.0,80.0,2
1793,other,1185.0,2.0,65.0,2
1796,other,1297.0,2.0,105.0,2
1797,other,1840.0,3.0,155.0,3
1798,other,950.0,2.0,50.79,2
1799,other,950.0,2.0,52.0,2
1800,other,1277.5,2.0,95.815,2
1801,other,1571.0,3.0,89.0,3
1802,other,1031.0,2.0,55.0,2
1803,other,1485.0,2.0,90.0,2
1804,other,1109.0,2.0,60.0,2
1805,other,2200.0,3.0,180.0,3
1806,other,950.0,1.0,50.0,1
1810,other,1255.0,2.0,73.0,2
1812,other,1700.0,4.0,152.0,4
1813,other,1200.0,2.0,66.0,3
1814,other,824.0,2.0,60.0,2
1815,other,1875.0,3.0,167.0,3
1822,other,2519.0,5.0,185.0,4
1823,other,1340.0,2.0,100.0,3
1824,other,1450.0,3.0,132.0,4
1825,other,1837.0,3.0,145.0,3
1829,other,1620.0,2.0,110.0,3
1830,other,1673.0,3.0,115.0,3
1831,other,1090.0,2.0,58.0,2
1834,other,985.0,2.0,58.0,2
1835,other,825.0,1.0,36.29,1
1837,other,1430.0,2.0,97.52,2
1839,other,2000.0,4.0,139.0,4
1841,other,1533.0,3.0,115.0,3
1842,other,1750.0,3.0,150.0,3
1843,other,1200.0,2.0,66.0,3
1844,other,1352.0,2.0,87.5,2
1845,other,1754.0,3.0,125.0,3
1846,other,1560.0,3.0,85.0,3
1847,other,3012.0,6.0,268.0,4
1849,other,1470.0,2.0,90.0,3
1854,other,595.0,1.0,31.83,1
1855,other,1650.0,3.0,110.0,3
1858,other,750.0,1.0,25.0,1
1859,other,1400.0,3.0,115.0,3
1862,other,1375.0,2.0,85.0,3
1865,other,825.0,1.0,45.0,1
1869,other,1195.0,2.0,84.0,2
1872,other,1708.0,2.0,90.5,3
1875,other,1920.0,3.0,130.0,3
1881,other,2800.0,4.0,200.0,5
1883,other,1190.0,2.0,68.0,2
1884,other,3067.0,4.0,230.0,4
1885,other,1929.0,4.0,103.0,3
1886,other,1525.0,3.0,100.0,3
1887,other,1775.0,3.0,110.0,3
1888,other,1125.0,2.0,63.0,2
1891,other,1200.0,4.0,75.0,4
1892,other,1268.0,2.0,73.0,2
1893,other,1500.0,3.0,88.0,3
1894,other,630.0,1.0,47.0,1
1897,other,1687.0,3.0,127.0,3
1898,other,1847.0,3.0,123.0,3
1901,other,1500.0,2.0,143.0,3
1903,other,1875.0,3.0,110.0,3
1904,other,983.0,2.0,50.6,2
1905,other,1101.0,2.0,65.0,2
1906,other,1140.0,2.0,76.0,2
1907,other,1215.0,2.0,110.0,2
1909,other,2039.0,3.0,168.0,3
1910,other,1198.0,2.0,84.0,2
1912,other,1370.0,2.0,75.0,2
1920,other,1200.0,2.0,66.5,3
1921,other,1179.0,2.0,75.0,2
1924,other,1605.0,3.0,85.0,3
1927,other,1000.0,1.0,55.0,2
1928,other,1200.0,2.0,80.0,2
1929,other,1200.0,2.0,125.0,2
1930,other,1200.0,2.0,66.0,2
1934,other,1592.0,3.0,125.0,3
1936,other,1934.0,3.0,150.0,3
1942,other,1470.0,2.0,110.0,3
1943,other,1050.0,1.0,70.0,1
1944,other,1232.0,2.0,69.61,2
1945,other,2225.0,4.0,169.0,3
1946,other,1200.0,2.0,80.0,3
1947,other,1901.0,3.0,119.0,3
1948,other,1819.0,3.0,100.0,3
1951,other,5000.0,4.0,290.0,4
1954,other,4800.0,3.0,302.0,4
1956,other,3245.0,4.0,250.0,4
1957,other,1845.0,4.0,110.0,3
1958,other,2400.0,4.0,130.0,3
1961,other,2254.0,3.0,170.0,3
1962,other,1750.0,3.0,150.0,3
1964,other,515.0,1.0,25.0,1
1965,other,1893.0,3.0,140.0,3
1967,other,600.0,2.0,36.5,2
1968,other,1075.0,2.0,90.0,3
1969,other,1200.0,2.0,78.0,2
1970,other,1233.0,2.0,77.65,2
1971,other,1255.0,2.0,65.26,2
1973,other,2145.0,3.0,175.0,3
1979,other,540.0,1.0,36.0,1
1980,other,1240.0,2.0,84.0,3
1981,other,1245.0,2.0,68.0,3
1985,other,1155.0,2.0,60.0,2
1987,other,3122.0,6.0,245.0,4
1988,other,1290.0,2.0,85.0,2
1990,other,3000.0,4.0,200.0,4
1991,other,400.0,1.0,14.0,1
1994,other,1720.0,3.0,100.0,3
1996,other,900.0,2.0,64.0,2
1998,other,2556.0,3.0,133.0,3
1999,other,1850.0,3.0,168.0,3
2001,other,1270.0,2.0,83.0,2
2002,other,1655.0,3.0,115.0,3
2004,other,1050.0,2.0,85.0,2
2006,other,1726.0,3.0,145.0,3
2007,other,1404.0,2.0,75.0,2
2009,other,1025.0,2.0,57.0,2
2010,other,1575.0,4.0,150.0,5
2016,other,1310.0,2.0,80.0,2
2017,other,1788.0,3.0,98.34,3
2020,other,1200.0,2.0,70.0,2
2021,other,1862.0,3.0,120.0,3
2026,other,1995.0,3.0,135.0,3
2030,other,1767.0,3.0,98.0,3
2032,other,1692.0,3.0,88.0,3
2033,other,1645.0,3.0,100.0,3
2035,other,1100.0,2.0,60.0,2
2037,other,2400.0,4.0,240.0,4
2038,other,1920.0,4.0,200.0,4
2040,other,2072.0,4.0,150.0,3
2041,other,2040.0,3.0,137.0,3
2043,other,1300.0,2.0,79.0,2
2045,other,1470.0,2.0,86.0,2
2048,other,3500.0,4.0,350.0,4
2052,other,1060.0,2.0,55.0,2
2053,other,1760.0,3.0,145.0,3
2057,other,1300.0,3.0,65.0,3
2058,other,4850.0,6.0,385.0,4
2060,other,1752.12,3.0,116.0,3
2062,other,790.5,1.0,41.9,1
2063,other,1942.0,3.0,102.0,3
2064,other,1000.0,2.0,53.0,2
2065,other,668.0,1.0,36.85,1
2067,other,1800.0,3.0,90.0,3
2069,other,1583.0,3.0,105.0,3
2071,other,1100.0,2.0,65.0,2
2072,other,1246.0,2.0,65.0,2
2075,other,1697.0,3.0,114.0,3
2076,other,1000.0,2.0,64.0,2
2077,other,1567.0,3.0,90.0,3
2079,other,3750.0,6.0,290.0,4
2083,other,1322.0,2.0,68.0,2
2084,other,1800.0,4.0,145.0,4
2087,other,1635.0,2.0,85.0,3
2088,other,3400.0,3.0,210.0,4
2089,other,3035.0,5.0,200.0,4
2090,other,1533.0,3.0,85.0,3
2091,other,1720.0,3.0,134.0,3
2092,other,2000.0,3.0,200.0,3
2093,other,1185.0,2.0,75.84,2
2095,other,395.0,1.0,10.25,1
2096,other,1031.0,2.0,56.35,2
2097,other,2650.0,4.0,240.0,4
2100,other,1570.0,3.0,88.0,3
2102,other,1216.0,2.0,79.0,2
2106,other,1754.0,3.0,135.0,3
2107,other,1639.0,3.0,83.0,3
2108,other,1804.0,3.0,102.0,3
2112,other,2160.0,3.0,160.0,3
2114,other,1200.0,2.0,67.0,2
2116,other,605.0,1.0,29.0,1
2117,other,1444.0,2.0,75.97,2
2124,other,1200.0,2.0,83.0,2
2125,other,1452.55,2.0,110.0,2
2126,other,2357.0,3.0,151.0,3
2130,other,1170.0,2.0,105.0,2
2132,other,1762.0,3.0,110.0,3
2134,other,1825.0,3.0,105.0,3
2140,other,1200.0,2.0,72.0,2
2142,other,1411.0,3.0,91.72,3
2143,other,1550.0,3.0,78.0,3
2144,other,3250.0,4.0,230.0,4
2145,other,2475.0,4.0,130.0,3
2146,other,3181.0,2.0,260.5,4
2147,other,2503.0,4.0,188.0,4
2148,other,2524.0,5.0,190.0,4
2153,other,1045.0,2.0,76.77,2
2155,other,1400.0,2.0,78.0,2
2158,other,1680.0,3.0,112.0,3
2164,other,1100.0,3.0,78.0,3
2166,other,1634.0,3.0,83.33,3
2167,other,1352.0,2.0,85.0,2
2168,other,1145.0,2.0,65.0,2
2170,other,2200.0,3.0,190.0,3
2172,other,3600.0,4.0,365.0,4
2173,other,1168.0,2.0,61.0,2
2174,other,1205.0,2.0,75.0,2
2175,other,1195.0,2.0,100.0,2
2178,other,1550.0,2.0,90.0,3
2179,other,1826.0,3.0,165.0,3
2181,other,1603.0,3.0,96.0,3
2182,other,1350.0,3.0,72.0,3
2183,other,714.0,1.0,28.0,1
2184,other,1215.0,2.0,65.0,2
2185,other,1405.0,2.0,77.0,3
2189,other,1313.0,2.0,73.0,2
2190,other,1945.0,3.0,120.0,3
2191,other,1573.0,3.0,95.0,3
2192,other,1255.0,2.0,92.0,2
2193,other,1400.0,3.0,91.15,4
2196,other,1238.0,2.0,67.0,2
2197,other,1465.0,2.0,74.72,3
2198,other,1418.0,2.0,103.0,2
2199,other,1650.0,3.0,165.0,3
2200,other,351.0,1.0,16.0,1
2202,other,2526.0,2.0,250.0,3
2203,other,1550.0,2.0,150.0,3
2206,other,1150.0,2.0,75.0,3
2208,other,1200.0,3.0,74.0,3
2211,other,1447.0,2.0,75.97,2
2212,other,1229.0,3.0,86.03,3
2217,other,1030.0,2.0,61.0,2
2220,other,600.0,1.0,32.0,1
2223,other,1304.0,2.0,79.0,2
2226,other,700.0,1.0,30.09,1
2228,other,1300.0,2.0,73.0,2
2229,other,1239.0,2.0,82.0,2
2231,other,1365.0,2.0,92.0,2
2233,other,1776.42,3.0,105.0,3
2236,other,2319.0,3.0,180.0,3
2237,other,1520.0,3.0,80.0,3
2238,other,1536.0,3.0,89.0,3
2239,other,3000.0,4.0,240.0,4
2241,other,1850.0,3.0,146.0,3
2242,other,1112.0,2.0,62.0,2
2245,other,1250.0,3.0,65.0,3
2249,other,2072.0,3.0,108.0,3
2251,other,1550.0,3.0,82.0,3
2252,other,1315.0,2.0,90.0,2
2253,other,3067.0,4.0,230.0,4
2254,other,1210.0,2.0,72.0,2
2256,other,11338.0,9.0,1000.0,6
2258,other,1470.0,2.0,75.0,3
2259,other,30000.0,4.0,2100.0,4
2260,other,1590.0,2.0,125.0,3
2269,other,1196.0,2.0,71.74,2
2271,other,1418.0,2.0,101.0,2
2272,other,1655.0,3.0,115.0,3
2274,other,1170.0,2.0,68.0,2
2278,other,1917.0,3.0,122.0,3
2281,other,1325.0,2.0,119.0,2
2282,other,1400.0,2.0,88.0,3
2283,other,1246.0,2.0,82.0,2
2287,other,945.0,2.0,50.0,2
2289,other,920.0,2.0,63.0,2
2290,other,1600.0,2.0,110.0,2
2292,other,1750.0,3.0,100.0,3
2296,other,1370.0,2.0,75.0,3
2297,other,1374.0,2.0,72.0,3
2298,other,1754.0,3.0,124.0,3
2299,other,1847.0,3.0,110.0,3
2300,other,1850.0,4.0,139.0,3
2305,other,693.0,1.0,34.3,1
2307,other,1165.0,2.0,95.0,2
2308,other,1756.0,3.0,92.0,3
2309,other,1739.0,3.0,105.0,3
2317,other,3200.0,4.0,205.0,4
2318,other,1311.0,2.0,78.0,2
2321,other,1170.0,2.0,71.0,2
2323,other,1255.0,2.0,77.68,3
2325,other,674.0,1.0,21.0,1
2326,other,1936.0,4.0,126.0,3
2328,other,2257.0,4.0,157.0,3
2329,other,1055.0,2.0,55.0,2
2331,other,1700.0,3.0,97.0,3
2332,other,1575.0,2.0,78.0,3
2333,other,3500.0,4.0,330.0,3
2334,other,1263.0,2.0,93.32,2
2336,other,1043.0,2.0,65.0,2
2338,other,1352.5,2.0,93.865,2
2339,other,590.0,1.0,13.57,1
2340,other,1550.0,3.0,120.0,3
2342,other,1900.0,3.0,160.0,3
2344,other,1100.0,2.0,75.0,2
2345,other,1455.0,3.0,73.31,3
2347,other,1152.0,2.0,69.0,2
2348,other,1299.0,2.0,82.0,2
2349,other,1157.0,2.0,75.0,3
2352,other,1246.0,2.0,67.4,2
2353,other,1929.0,3.0,115.0,3
2355,other,1200.0,2.0,65.0,3
2356,other,3161.0,4.0,214.0,4
2357,other,1850.0,3.0,170.0,3
2359,other,1124.0,3.0,80.0,2
2360,other,1012.0,2.0,54.59,2
2362,other,871.0,2.0,55.0,2
2365,other,1410.0,2.0,80.0,3
2367,other,1118.0,2.0,75.0,2
2368,other,1098.0,2.0,68.0,2
2370,other,1145.0,2.0,75.0,2
2371,other,950.0,3.0,80.0,3
2374,other,1478.0,2.0,125.0,2
2375,other,645.0,1.0,16.45,1
2376,other,823.0,2.0,50.63,2
2378,other,1991.0,4.0,100.0,3
2380,other,1745.0,3.0,115.0,3
2381,other,1100.0,2.0,70.0,2
2385,other,1843.0,3.0,95.84,3
2386,other,2200.0,4.0,195.0,4
2389,other,1375.0,2.0,80.0,2
2390,other,760.0,1.0,50.3,1
2391,other,1180.0,2.0,65.0,2
2395,other,1728.0,3.0,95.0,3
2396,other,1200.0,2.0,80.0,2
2399,other,440.0,1.0,28.0,1
2400,other,1500.0,3.0,97.0,3
2401,other,1800.0,3.0,110.0,3
2402,other,1525.0,3.0,96.0,3
2405,other,1650.0,3.0,122.0,3
2406,other,4200.0,4.0,255.0,4
2409,other,1562.0,3.0,103.0,3
2410,other,5000.0,5.0,395.0,4
2412,other,1555.0,3.0,82.5,3
2414,other,1190.0,2.0,67.0,2
2417,other,1610.0,3.0,115.0,3
2418,other,700.0,1.0,41.0,1
2420,other,1420.0,2.0,123.0,2
2421,other,1069.0,3.0,65.4,3
2422,other,1900.0,3.0,123.0,3
2423,other,1655.0,2.0,97.65,2
2425,other,1300.0,2.0,70.0,3
2429,other,1700.0,3.0,126.0,3
2430,other,1760.0,3.0,139.0,3
2434,other,912.0,2.0,55.0,2
2438,other,918.0,2.0,63.2,2
2440,other,3000.0,3.0,250.0,3
2441,other,1476.0,3.0,89.0,3
2442,other,1200.0,2.0,65.0,2
2443,other,606.0,1.0,34.78,1
2444,other,1100.0,2.0,61.0,2
2446,other,527.0,1.0,26.0,1
2447,other,1300.0,2.0,80.0,2
2448,other,1260.0,1.0,41.0,1
2449,other,1140.0,2.0,75.2,2
2450,other,1500.0,1.0,37.5,1
2451,other,2321.0,4.0,128.0,3
2453,other,1725.0,3.0,90.0,3
2454,other,3067.0,4.0,310.0,4
2455,other,1186.0,2.0,63.0,3
2456,other,1230.0,2.0,85.0,2
2457,other,600.0,1.0,17.0,1
2458,other,1313.0,3.0,96.0,3
2459,other,900.0,2.0,55.0,2
2460,other,1250.0,2.0,66.25,2
2461,other,660.0,1.0,54.0,1
2462,other,1036.0,2.0,105.0,2
2463,other,1100.0,2.0,70.0,2
2465,other,1015.0,2.0,56.0,2
2466,other,812.0,1.0,26.0,1
2468,other,2167.0,3.0,170.0,3
2470,other,1165.0,2.0,75.0,2
2471,other,1274.0,2.0,70.0,2
2473,other,1626.0,2.0,120.0,3
2475,other,1272.0,4.0,75.0,3
2477,other,1600.0,5.0,140.0,5
2481,other,1000.0,2.0,65.0,3
2483,other,1700.0,2.0,100.0,3
2484,other,1850.0,3.0,110.0,3
2488,other,1270.0,2.0,69.85,2
2490,other,730.0,1.0,35.0,1
2496,other,1290.0,2.0,100.0,2
2499,other,1463.0,1.0,142.0,2
2501,other,2401.0,3.0,185.0,3
2502,other,1670.0,3.0,135.0,4
2503,other,1200.0,3.0,90.0,3
2504,other,1804.0,3.0,121.0,3
2505,other,2065.0,4.0,210.0,3
2508,other,900.0,2.0,56.0,2
2509,other,1350.0,2.0,91.0,2
2510,other,700.0,1.0,36.0,1
2513,other,1680.0,3.0,99.27,3
2514,other,1043.0,2.0,55.0,2
2515,other,1200.0,4.0,120.0,4
2520,other,2500.0,4.0,150.0,4
2521,other,1700.0,3.0,120.0,3
2523,other,1400.0,2.0,100.0,2
2525,other,1180.0,2.0,100.0,2
2526,other,1800.0,3.0,150.0,3
2527,other,1225.0,2.0,67.38,2
2528,other,890.0,1.0,75.0,1
2530,other,1320.0,2.0,95.0,2
2532,other,1707.0,2.0,99.745,3
2535,other,1128.0,2.0,65.35,2
2536,other,1452.19,2.0,100.0,2
2537,other,2600.0,4.0,135.0,3
2538,other,630.0,1.0,35.0,2
2541,other,1690.0,3.0,100.0,3
2543,other,1365.0,2.0,73.0,2
2544,other,1420.0,2.0,99.39,2
2547,other,1575.0,2.0,110.0,3
2548,other,1418.0,2.0,104.0,2
2551,other,1340.0,3.0,90.0,3
2552,other,1610.0,3.0,92.0,3
2557,other,734.0,1.0,19.82,1
2561,other,1350.0,2.0,79.0,2
2563,other,1128.0,2.0,65.0,2
2564,other,1350.0,2.0,90.0,2
2565,other,1493.0,3.0,82.0,3
2567,other,1900.0,2.0,170.0,3
2568,other,1460.0,3.0,88.0,3
2569,other,1600.0,5.0,140.0,5
2572,other,1366.0,3.0,76.85,2
2573,other,1685.0,3.0,95.0,3
2574,other,1260.0,2.0,100.0,2
2575,other,3010.0,3.0,200.0,3
2576,other,1346.0,2.0,96.17,2
2577,other,630.0,1.0,13.86,1
2578,other,1476.0,2.0,98.94,3
2579,other,1850.0,3.0,140.0,3
2582,other,3850.0,5.0,316.0,3
2583,other,4235.0,4.0,365.0,4
2584,other,800.0,1.0,52.0,1
2585,other,2250.0,3.0,195.0,3
2587,other,2002.0,3.0,112.0,3
2588,other,4000.0,5.0,280.0,4
2594,other,1260.0,2.0,75.0,2
2596,other,1550.0,2.0,140.0,2
2599,other,1662.0,3.0,85.0,3
2601,other,1862.0,3.0,119.0,3
2609,other,1392.0,2.0,99.0,2
2610,other,1798.0,3.0,120.0,3
2612,other,792.0,2.0,70.0,2
2614,other,1700.0,3.0,124.0,3
2615,other,1248.0,2.0,69.0,2
2618,other,1527.0,3.0,115.0,3
2619,other,2400.0,5.0,235.0,5
2620,other,525.0,1.0,25.0,1
2621,other,1100.0,2.0,58.0,2
2623,other,1476.0,3.0,75.0,3
2626,other,1332.0,2.0,79.0,2
2634,other,1703.0,3.0,113.0,3
2636,other,1250.0,3.0,71.0,3
2638,other,461.82,1.0,31.7,1
2639,other,1262.0,2.0,75.0,2
2640,other,915.0,2.0,48.0,2
2643,other,1500.0,2.0,85.0,3
2646,other,1800.0,4.0,110.0,4
2649,other,989.0,2.0,60.0,2
2650,other,1300.0,2.0,85.0,2
2652,other,1045.0,2.0,60.0,2
2654,other,1260.0,2.0,75.0,2
2655,other,1500.0,2.0,125.0,3
2658,other,1385.0,2.0,83.09,2
2659,other,1149.0,2.0,75.0,2
2660,other,2180.0,3.0,170.0,3
2661,other,12000.0,12.0,525.0,10
2662,other,1818.0,3.0,135.0,3
2666,other,1430.0,2.0,113.0,2
2667,other,2430.0,4.0,180.0,3
2671,other,3400.0,5.0,240.0,4
2673,other,3596.0,5.0,282.0,4
2674,other,1295.0,2.0,70.0,2
2675,other,2820.0,3.0,285.0,3
2679,other,1200.0,2.0,62.0,2
2681,other,3500.0,4.0,300.0,4
2682,other,1220.0,3.0,62.0,3
2683,other,1950.0,3.0,130.0,3
2684,other,1178.0,2.0,73.0,2
2687,other,918.0,2.0,55.0,2
2688,other,1563.0,3.0,91.84,3
2690,other,1350.0,2.0,140.0,3
2691,other,3960.0,5.0,386.0,4
2696,other,5600.0,5.0,515.0,5
2698,other,1553.0,3.0,83.09,3
2701,other,1445.0,2.0,125.0,3
2703,other,1515.0,2.0,80.91,3
2704,other,1332.0,2.0,86.12,3
2706,other,1570.0,3.0,105.0,3
2707,other,794.0,1.0,60.0,1
2708,other,1200.0,2.0,62.0,3
2709,other,2800.0,3.0,250.0,3
2710,other,1750.0,3.0,110.0,3
2714,other,4051.0,4.0,345.0,4
2715,other,1447.0,3.0,80.0,3
2716,other,1012.0,2.0,75.0,2
2718,other,1308.0,2.0,92.66,2
2719,other,3250.0,4.0,230.0,4
